title,Year,average_rating,rating_count,Animation,Adventure,Mystery,Drama,Action,Romance,Musical,Comedy,Thriller,Crime,Documentary,Children,Sci-Fi,IMAX,Western,Fantasy,Horror
God's Crooked Lines (2022),2022.0,4.24,34,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Quiet, The (2005)",2005.0,3.59,34,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
The 12th Man (2017),2017.0,2.9,34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Thick as Thieves (a.k.a. Code, The) (2009)",2009.0,3.19,34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Cheaper by the Dozen (2003),2003.0,3.49,34,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
The Fallout (2021),2021.0,2.75,34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Prison Break: The Final Break (2009),2009.0,4.18,34,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Planet of the Humans (2019),2019.0,4.25,34,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Somewhere (2010),2010.0,3.71,34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Stealth (2005),2005.0,2.72,34,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
Snow White (Blancanieves) (2012),2012.0,4.0,34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Courier (2021),2021.0,3.85,34,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
In July (Im Juli) (2000),2000.0,4.6,34,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"Butterfly, The (Papillon, Le) (2002)",2002.0,3.72,34,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Chip 'n Dale: Rescue Rangers (2022),2022.0,3.63,34,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
Bless the Child (2000),2000.0,3.69,34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Place Promised in Our Early Days, The (Kumo no mukô, yakusoku no basho) (2004)",2004.0,3.94,34,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
The Friend (2019),2019.0,4.91,34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Employee of the Month (2006),2006.0,3.66,34,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Jerry & Marge Go Large (2022),2022.0,3.69,34,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Out of Blue (2019),2019.0,3.29,34,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"Deep Blue Sea, The (2011)",2011.0,2.26,34,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Hannah Montana: The Movie (2009),2009.0,3.0,34,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
Vacancy (2007),2007.0,3.37,34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
The Frame (2014),2014.0,3.44,34,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0
"Kingdom of Dreams and Madness, The (2013)",2013.0,3.44,34,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Something Borrowed (2011),2011.0,2.59,34,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Diary of a Wimpy Kid (2010),2010.0,3.15,34,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Take the Lead (2006),2006.0,3.26,34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Strangers: Prey at Night (2018),2018.0,2.53,34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
And Then We Danced (2019),2019.0,4.29,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anvil! The Story of Anvil (2008),2008.0,4.07,34,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Munich: The Edge of War (2021),2021.0,3.04,34,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Mother/Android (2021),2021.0,2.22,34,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Keeping Up with the Joneses (2016),2016.0,3.43,34,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Loft (2008),2008.0,3.37,34,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"Burning Plain, The (2008)",2008.0,3.93,34,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Legally Blonde 2: Red, White & Blonde (2003)",2003.0,2.82,34,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Guardians of the Galaxy Holiday Special (2022),2022.0,3.25,34,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Iceman, The (2012)",2012.0,2.78,34,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
40 Days and 40 Nights (2002),2002.0,2.95,33,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Lean on Pete (2018),2018.0,3.15,33,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"New Guy, The (2002)",2002.0,3.08,33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Librarian: Quest for the Spear, The (2004)",2004.0,3.85,33,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0
"Bon Cop, Bad Cop (2006)",2006.0,3.76,33,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0
The Invisible Life of Eurídice Gusmão (2019),2019.0,4.45,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Lodgers (2017),2017.0,3.64,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lo and Behold: Reveries of the Connected World (2016),2016.0,3.58,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
For the Birds (2000),2000.0,4.11,33,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Zero Motivation (Efes beyahasei enosh) (2014),2014.0,3.95,33,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Z for Zachariah (2015),2015.0,2.64,33,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Decoy Bride, The (2011)",2011.0,3.41,33,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
A Most Violent Year (2014),2014.0,3.61,33,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
Knock at the Cabin (2023),2023.0,2.88,33,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Carancho (2010),2010.0,3.2,33,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
It's a Boy Girl Thing (2006),2006.0,3.3,33,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
The Extraordinary Journey of the Fakir (2018),2018.0,3.26,33,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"Sweetest Thing, The (2002)",2002.0,2.52,33,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FYRE: The Greatest Party That Never Happened (2019),2019.0,3.77,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3 Days to Kill (2014),2014.0,3.53,33,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Mr. Peabody & Sherman (2014),2014.0,3.58,33,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hitman's Wife's Bodyguard (2021),2021.0,2.23,33,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
"Secret, The (2006)",2006.0,2.38,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Miss Congeniality 2: Armed and Fabulous (2005),2005.0,2.98,33,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Vacation Friends (2021),2021.0,3.39,33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Tough Guy: The Bob Probert Story (2018),2018.0,3.5,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Rabbi's Cat (Le chat du rabbin) (2011),2011.0,3.94,33,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Secret Life of Pets 2 (2019),2019.0,2.83,33,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Wrong Cops (2013),2013.0,2.73,33,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"Yes Men Fix the World, The (2009)",2009.0,4.11,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Margot at the Wedding (2007),2007.0,2.44,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Yes Day (2021),2021.0,3.36,33,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
I Do Not Care If We Go Down in History as Barbarians (2018),2018.0,3.0,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Operation Avalanche (2016),2016.0,3.24,33,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Grown Ups 2 (2013),2013.0,3.39,33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Man on a Ledge (2012),2012.0,3.18,33,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Senior Year (2022),2022.0,2.33,33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Beavis and Butt-Head Do the Universe (2022),2022.0,3.5,33,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Eight for Silver (2021),2021.0,1.56,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Birth (2004),2004.0,4.23,33,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hearts in Atlantis (2001),2001.0,3.24,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Meet the Spartans (2008),2008.0,1.35,33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Edmond (2019),2019.0,3.86,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Good Nurse (2022),2022.0,3.02,33,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
A Storm in the Stars (2016),2016.0,2.86,32,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Protector, The (a.k.a. Warrior King) (Tom yum goong) (2005)",2005.0,4.59,32,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0
The Second Renaissance Part I (2003),2003.0,4.53,32,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
A Little Chaos (2014),2014.0,2.45,32,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Paranormal Activity 3 (2011),2011.0,2.89,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Herbie: Fully Loaded (2005),2005.0,3.97,32,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
The Art of Racing in the Rain (2019),2019.0,3.61,32,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
The Binge (2020),2020.0,2.8,32,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Electrick Children (2012),2012.0,4.12,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Eye See You (D-Tox) (2002),2002.0,2.38,32,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Ginger Snaps: Unleashed (2004),2004.0,3.84,32,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Scream VI (2023),2023.0,2.44,32,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Feast II: Sloppy Seconds (2008),2008.0,3.8,32,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
High Crimes (2002),2002.0,3.25,32,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Tribe, The (Plemya) (2014)",2014.0,3.28,32,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Cocaine Bear (2023),2023.0,3.12,32,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Those People (2015),2015.0,3.25,32,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
The Golden Glove (2019),2019.0,4.2,32,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Paul VI: The Pope in the Tempest (2008),2008.0,3.5,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My Life Without Me (2003),2003.0,3.77,32,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Tarnation (2003),2003.0,2.02,32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Dead Silence (2007),2007.0,2.92,32,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
The Card Counter (2021),2021.0,4.22,32,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"Princess Diaries 2: Royal Engagement, The (2004)",2004.0,3.42,32,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Enough (2002),2002.0,3.34,32,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Alone in the Dark (2005),2005.0,0.7,32,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
I Want to Eat Your Pancreas (2018),2018.0,4.56,32,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Invisible, The (2007)",2007.0,3.38,32,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
Blow the Man Down (2019),2019.0,3.17,32,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Internet's Own Boy: The Story of Aaron Swartz, The (2014)",2014.0,4.02,32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Foodfight! (2012),2012.0,0.62,32,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
The Ravenous (2017),2017.0,3.53,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"You, Me and Dupree (2006)",2006.0,2.7,32,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Brexit: The Uncivil War (2019),2019.0,3.84,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Che: Part One (2008),2008.0,3.75,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Whole Truth (2016),2016.0,3.11,31,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
A Prayer Before Dawn (2018),2018.0,2.87,31,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
The Ornithologist (2016),2016.0,3.03,31,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hillary's America: The Secret History Of The Democratic Party (2016),2016.0,3.0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Prom (2020),2020.0,3.16,31,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Teenage Mutant Ninja Turtles: Turtles Forever (2009),2009.0,2.87,31,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Smallfoot (2018),2018.0,3.23,31,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Scary Stories to Tell in the Dark (2019),2019.0,2.45,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
That Awkward Moment (2014),2014.0,3.45,31,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"Counselor, The (2013)",2013.0,2.71,31,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
Why Him? (2016),2016.0,2.68,31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Earth (2007),2007.0,3.73,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Fog, The (2005)",2005.0,1.18,31,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
Love the Coopers (2015),2015.0,3.26,31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Left Behind II: Tribulation Force (2002),2002.0,2.23,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Silence (2019),2019.0,2.5,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Good German, The (2006)",2006.0,3.35,31,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
The 15:17 to Paris (2018),2018.0,1.48,31,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Gett: The Trial of Viviane Amsalem (2014),2014.0,3.66,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Echelon Conspiracy (2009),2009.0,3.1,31,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Disenchanted (2022),2022.0,3.11,31,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
21 Bridges (2019),2019.0,2.69,31,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
Brothers (2009),2009.0,3.98,31,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Young People Fucking (a.k.a. YPF) (2007),2007.0,3.58,31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Elementary Particles, The (Elementarteilchen) (2006)",2006.0,4.82,31,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Friends with Kids (2011),2011.0,3.61,31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Creation (2009),2009.0,3.34,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Second Mother (2015),2015.0,3.32,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pirates! Band of Misfits, The (2012)",2012.0,2.65,31,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Vengeance (2022),2022.0,3.34,31,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
Playground (2016),2016.0,3.95,31,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Spy Kids: All the Time in the World in 4D (2011),2011.0,3.55,31,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
"Tailor of Panama, The (2001)",2001.0,2.85,31,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"Santa Clause 2, The (2002)",2002.0,3.35,31,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
White Frog (2012),2012.0,3.5,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Take Your Pills (2018),2018.0,3.31,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Wish Dragon (2021),2021.0,3.52,31,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
Before We Go (2014),2014.0,2.98,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Acts of Vengeance (2017),2017.0,2.77,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cult of Chucky (2017),2017.0,2.74,31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Stand Up Guys (2012),2012.0,3.29,31,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
April and the Twisted World (2015),2015.0,4.4,31,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Theo and Hugo (2016),2016.0,4.1,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Road Within (2014),2014.0,3.92,30,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Paradise Lost 2: Revelations (2000),2000.0,2.13,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Limehouse Golem (2017),2017.0,2.93,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
The Rider (2018),2018.0,3.9,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rendition (2007),2007.0,3.48,30,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Wizards of Waverly Place: The Movie (2009),2009.0,3.4,30,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0
Proxy (2013),2013.0,2.8,30,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
12 Hour Shift (2020),2020.0,2.03,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Death at a Funeral (2010),2010.0,2.72,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Balls of Fury (2007),2007.0,2.48,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Backcountry (2014),2014.0,2.95,30,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Mister Lonely (2007),2007.0,3.28,30,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Framing Britney Spears (2021),2021.0,4.5,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Something the Lord Made (2004),2004.0,4.05,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
War Photographer (2001),2001.0,3.82,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Rumor Has It... (2005),2005.0,2.95,30,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
The Game Changers (2018),2018.0,4.15,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
To the Bone (2017),2017.0,3.65,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
While at War (2019),2019.0,3.5,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Maps to the Stars (2014),2014.0,3.15,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Interview (2007),2007.0,2.97,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Salton Sea, The (2002)",2002.0,3.38,30,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
Sex Tape (2014),2014.0,2.65,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Working Girls (2020),2020.0,3.3,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Unknown (2006),2006.0,3.42,30,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Alvin and the Chipmunks (2007),2007.0,3.27,30,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
All the Bright Places (2019),2019.0,2.82,30,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Drive Angry (2011),2011.0,1.82,30,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
Blood Father (2016),2016.0,2.97,30,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
A Shaun the Sheep Movie: Farmageddon (2019),2019.0,3.5,30,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Pathology (2008),2008.0,2.18,30,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Antwone Fisher (2002),2002.0,3.97,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Red Riding: 1974 (2009),2009.0,2.78,30,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
The Aftermath (2019),2019.0,2.97,30,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
A Whisker Away (2020),2020.0,3.3,30,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
My Mother (Ma mère) (2004),2004.0,2.83,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Scoop (2006),2006.0,3.37,30,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"Librarian: Return to King Solomon's Mines, The (2006)",2006.0,3.47,30,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"New York, I Love You (2009)",2009.0,1.8,30,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Century of the Self, The (2002)",2002.0,4.7,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Lie with Me (2005),2005.0,4.17,30,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
To All the Boys: P.S. I Still Love You (2020),2020.0,3.38,30,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
The Hummingbird Project (2018),2018.0,2.63,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Second Best Exotic Marigold Hotel (2015),2015.0,3.62,29,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Bridget Jones's Baby (2016),2016.0,2.98,29,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
The Boys in the Band (2020),2020.0,3.78,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Swades: We, the People (Our Country) (2004)",2004.0,3.93,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheaper by the Dozen (2022),2022.0,2.55,29,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Princess for Christmas, A (2011)",2011.0,4.31,29,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Man of the Year (2006),2006.0,3.07,29,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Dora and the Lost City of Gold (2019),2019.0,3.17,29,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Comedy, The (2012)",2012.0,2.83,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Uncle Boonmee Who Can Recall His Past Lives (Loong Boonmee raleuk chat) (2010),2010.0,4.16,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Ammonite (2020),2020.0,3.48,29,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Need for Speed (2014),2014.0,3.4,29,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0
The Humanity Bureau (2017),2017.0,2.93,29,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
All About Lily Chou-Chou (Riri Shushu no subete) (2001),2001.0,4.29,29,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
"Signal, The (2007)",2007.0,2.78,29,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
Ron's Gone Wrong (2021),2021.0,4.53,29,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
Sweet Country (2017),2017.0,3.14,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
In the Cut (2003),2003.0,3.9,29,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0
Secret in Their Eyes (2015),2015.0,3.86,29,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Maid in Manhattan (2002),2002.0,2.83,29,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Larry Crowne (2011),2011.0,3.88,29,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
The Babushkas of Chernobyl (2015),2015.0,5.0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Moment in the Reeds (2018),2018.0,2.93,29,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Hart's War (2002),2002.0,3.57,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Legend of Bagger Vance, The (2000)",2000.0,4.09,29,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Viceroy's House (2017),2017.0,3.83,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shape of Things, The (2003)",2003.0,3.29,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
License to Wed (2007),2007.0,2.74,29,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
John Mulaney: New In Town (2012),2012.0,4.1,29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Mortuary Collection (2020),2020.0,3.83,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Heroic Losers (2019),2019.0,3.98,29,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
