,title,genres,Year,average_rating,rating_count
864463,Something Borrowed (2011),Comedy|Drama|Romance,2011.0,2.59,34
255998,Diary of a Wimpy Kid (2010),Children|Comedy,2010.0,3.15,34
918777,Take the Lead (2006),Drama,2006.0,3.26,34
997249,The Strangers: Prey at Night (2018),Horror|Thriller,2018.0,2.53,34
56447,And Then We Danced (2019),(no genres listed),2019.0,4.29,34
66332,Anvil! The Story of Anvil (2008),Documentary|Musical,2008.0,4.07,34
1015626,Thunder Force (2021),Action|Comedy|Fantasy,2021.0,2.74,34
677718,Munich: The Edge of War (2021),Drama|Thriller,2021.0,3.04,34
668921,Mother/Android (2021),Sci-Fi|Thriller,2021.0,2.22,34
540576,Keeping Up with the Joneses (2016),Comedy,2016.0,3.43,34
904287,Suburbicon (2017),Comedy|Crime|Mystery,2017.0,3.72,34
588072,Loft (2008),Crime|Drama|Mystery,2008.0,3.37,34
854763,Sleight (2017),Action|Drama|Sci-Fi|Thriller,2017.0,3.78,34
165770,"Burning Plain, The (2008)",Drama|Romance,2008.0,3.93,34
573604,"Legally Blonde 2: Red, White & Blonde (2003)",Comedy,2003.0,2.82,34
742917,Persuasion (2007),Drama|Romance,2007.0,3.93,34
954173,The Guardians of the Galaxy Holiday Special (2022),Adventure|Comedy|Sci-Fi,2022.0,3.25,34
460493,"Iceman, The (2012)",Crime|Drama|Thriller,2012.0,2.78,34
583363,Little Manhattan (2005),Children|Comedy|Romance,2005.0,4.26,33
16039,40 Days and 40 Nights (2002),Comedy|Romance,2002.0,2.95,33
572366,Lean on Pete (2018),Adventure|Drama,2018.0,3.15,33
685665,"New Guy, The (2002)",Comedy,2002.0,3.08,33
576390,"Librarian: Quest for the Spear, The (2004)",Action|Adventure|Comedy|Fantasy|Romance,2004.0,3.85,33
143175,"Bon Cop, Bad Cop (2006)",Action|Comedy|Crime|Thriller,2006.0,3.76,33
36996,After Yang (2021),Drama|Sci-Fi,2021.0,3.73,33
3221,12 Strong (2018),Drama|War,2018.0,3.2,33
966316,The Invisible Life of Eurídice Gusmão (2019),Drama,2019.0,4.45,33
974690,The Lodgers (2017),Horror,2017.0,3.64,33
587611,Lo and Behold: Reveries of the Connected World (2016),Documentary,2016.0,3.58,33
339563,For the Birds (2000),Animation|Children|Comedy,2000.0,4.11,33
1115770,Zero Motivation (Efes beyahasei enosh) (2014),Comedy|Drama,2014.0,3.95,33
1114489,Z for Zachariah (2015),Sci-Fi,2015.0,2.64,33
249263,"Decoy Bride, The (2011)",Comedy|Romance,2011.0,3.41,33
23495,A Most Violent Year (2014),Action|Crime|Drama|Thriller,2014.0,3.61,33
558327,Knock at the Cabin (2023),Horror|Mystery|Thriller,2023.0,2.88,33
255919,Diamantino (2018),Comedy|Drama|Fantasy|Sci-Fi,2018.0,3.68,33
177455,Carancho (2010),Crime|Drama|Romance,2010.0,3.2,33
514733,It's a Boy Girl Thing (2006),Comedy|Romance,2006.0,3.3,33
947943,The Extraordinary Journey of the Fakir (2018),Comedy|Drama,2018.0,3.26,33
915107,"Sweetest Thing, The (2002)",Comedy|Romance,2002.0,2.52,33
323834,FYRE: The Greatest Party That Never Happened (2019),Documentary,2019.0,3.77,33
13021,3 Days to Kill (2014),Action|Crime|Drama,2014.0,3.53,33
672730,Mr. Peabody & Sherman (2014),Adventure|Animation|Comedy,2014.0,3.58,33
828654,Shadow of the Holy Book (Pyhän kirjan varjo) (2007),Documentary,2007.0,3.0,33
430940,Hitman's Wife's Bodyguard (2021),Action|Comedy|Thriller,2021.0,2.23,33
719450,Outside In (2018),Drama,2018.0,3.42,33
820748,"Secret, The (2006)",Documentary,2006.0,2.38,33
652734,Miss Congeniality 2: Armed and Fabulous (2005),Adventure|Comedy|Crime,2005.0,2.98,33
111086,Beirut (2018),Action|Thriller,2018.0,3.79,33
1057121,Vacation Friends (2021),Comedy,2021.0,3.39,33
884536,Spree (2020),(no genres listed),2020.0,4.36,33
1023041,Tough Guy: The Bob Probert Story (2018),Documentary,2018.0,3.5,33
990585,The Rabbi's Cat (Le chat du rabbin) (2011),Adventure|Animation,2011.0,3.94,33
368575,Girls Lost (2016),Drama,2016.0,2.79,33
994529,The Secret Life of Pets 2 (2019),Adventure|Animation|Children|Comedy,2019.0,2.83,33
1102568,Wrong Cops (2013),Comedy|Crime,2013.0,2.73,33
1110585,"Yes Men Fix the World, The (2009)",Documentary,2009.0,4.11,33
623562,Margot at the Wedding (2007),Drama,2007.0,2.44,33
1110048,Yes Day (2021),Children|Comedy,2021.0,3.36,33
854692,Sleepless (2017),Action|Thriller,2017.0,3.2,33
1090542,Windtalkers (2002),Action|Drama|War,2002.0,2.7,33
453723,I Do Not Care If We Go Down in History as Barbarians (2018),Drama,2018.0,3.0,33
715814,Operation Avalanche (2016),Thriller,2016.0,3.24,33
391576,Grown Ups 2 (2013),Comedy,2013.0,3.39,33
620585,Man on a Ledge (2012),Crime|Thriller,2012.0,3.18,33
822565,Senior Year (2022),Comedy,2022.0,2.33,33
681046,My Week with Marilyn (2011),Drama,2011.0,3.42,33
448999,Hunter Killer (2018),Action,2018.0,2.98,33
107977,Beavis and Butt-Head Do the Universe (2022),Animation|Comedy|Sci-Fi,2022.0,3.5,33
372140,Goat (2016),Drama,2016.0,3.42,33
284874,Drogówka (2013),Comedy|Crime|Drama,2013.0,3.94,33
901136,Storks (2016),Animation|Children|Comedy,2016.0,3.89,33
295032,Eight for Silver (2021),Horror,2021.0,1.56,33
123110,Birth (2004),Drama|Mystery,2004.0,4.23,33
643095,"Messenger, The (2009)",Drama|Romance|War,2009.0,3.58,33
303232,Epic (2013),Adventure|Animation|Fantasy,2013.0,3.36,33
415038,Hearts in Atlantis (2001),Drama,2001.0,3.24,33
141333,Boarding Gate (2007),Thriller,2007.0,1.0,33
39833,Alien Outpost (2014),Action|Sci-Fi|Thriller,2014.0,1.73,33
864964,"Son of the Bride (Hijo de la novia, El) (2001)",Comedy|Drama,2001.0,3.95,33
1087648,Wicker Park (2004),Drama|Romance|Thriller,2004.0,3.52,33
634658,Meet the Spartans (2008),Comedy,2008.0,1.35,33
294322,Edmond (2019),Drama,2019.0,3.86,33
710136,Old Dogs (2009),Comedy,2009.0,2.41,33
953226,The Good Nurse (2022),Crime|Drama|Mystery,2022.0,3.02,33
26864,A Storm in the Stars (2016),Drama|Romance,2016.0,2.86,32
770724,"Protector, The (a.k.a. Warrior King) (Tom yum goong) (2005)",Action|Comedy|Crime|Thriller,2005.0,4.59,32
574443,Les Misérables (2019),Crime|Drama,2019.0,3.66,32
994396,The Second Renaissance Part I (2003),Animation|Sci-Fi,2003.0,4.53,32
899894,Step Up (2006),Drama|Romance,2006.0,3.3,32
11187,28 Days (2000),Drama,2000.0,3.16,32
921700,Tanna (2015),Drama|Romance,2015.0,3.69,32
658891,Monos (2019),Drama|Thriller,2019.0,3.66,32
22930,A Little Chaos (2014),Drama|Romance,2014.0,2.45,32
731206,Paranormal Activity 3 (2011),Horror,2011.0,2.89,32
422335,Herbie: Fully Loaded (2005),Adventure|Comedy|Romance,2005.0,3.97,32
522914,John Tucker Must Die (2006),Comedy|Romance,2006.0,3.69,32
933474,The Art of Racing in the Rain (2019),Comedy|Drama,2019.0,3.61,32
632969,Mean Creek (2004),Drama|Thriller,2004.0,3.84,32
658998,Monsieur Lazhar (2011),Children|Comedy|Drama,2011.0,4.23,32
194921,Chocolate (2008),Action|Drama,2008.0,4.3,32
937891,The Binge (2020),Comedy,2020.0,2.8,32
348746,Friend Request (2016),Horror|Thriller,2016.0,2.66,32
1082703,When in Rome (2010),Comedy|Romance,2010.0,3.11,32
542534,Kidnap (2017),Drama|Thriller,2017.0,3.88,32
295858,Electrick Children (2012),Drama,2012.0,4.12,32
323456,Eye See You (D-Tox) (2002),Horror|Thriller,2002.0,2.38,32
774842,Queen & Slim (2019),Drama|Romance,2019.0,3.59,32
365029,Ginger Snaps: Unleashed (2004),Horror|Thriller,2004.0,3.84,32
817559,Scream VI (2023),Horror|Mystery|Thriller,2023.0,2.44,32
707401,Offside (2006),Comedy|Drama,2006.0,3.77,32
331427,Feast II: Sloppy Seconds (2008),Action|Comedy|Horror|Thriller,2008.0,3.8,32
1070712,Walking Tall (2004),Action,2004.0,3.2,32
426864,High Crimes (2002),Thriller,2002.0,3.25,32
1031688,"Tribe, The (Plemya) (2014)",Crime|Drama,2014.0,3.28,32
205381,Cocaine Bear (2023),Comedy|Crime|Thriller,2023.0,3.12,32
1013603,Those People (2015),Drama|Romance,2015.0,3.25,32
952981,The Golden Glove (2019),Drama|Horror|Thriller,2019.0,4.2,32
231749,Dark Days (2000),Documentary,2000.0,3.14,32
737732,Paul VI: The Pope in the Tempest (2008),(no genres listed),2008.0,3.5,32
623051,Margaret (2011),Drama,2011.0,3.72,32
357303,Generation War (2013),Drama|War,2013.0,5.0,32
680276,My Life Without Me (2003),Drama|Romance,2003.0,3.77,32
921922,Tarnation (2003),Documentary,2003.0,2.02,32
242321,Dead Silence (2007),Horror|Mystery|Thriller,2007.0,2.92,32
49258,Amen. (2002),Drama,2002.0,4.31,32
941635,The Card Counter (2021),Action|Drama|Thriller,2021.0,4.22,32
765430,"Princess Diaries 2: Royal Engagement, The (2004)",Comedy|Romance,2004.0,3.42,32
302162,Enough (2002),Drama|Thriller,2002.0,3.34,32
43516,Alone in the Dark (2005),Action|Horror|Sci-Fi|Thriller,2005.0,0.7,32
456612,I Want to Eat Your Pancreas (2018),Animation|Drama,2018.0,4.56,32
503551,"Invisible, The (2007)",Crime|Drama|Fantasy|Mystery|Thriller,2007.0,3.38,32
616252,Magicians (2007),Comedy,2007.0,3.08,32
138883,Blow the Man Down (2019),Drama|Mystery,2019.0,3.17,32
108030,Because of Winn-Dixie (2005),Children|Comedy|Drama,2005.0,3.47,32
492125,"Internet's Own Boy: The Story of Aaron Swartz, The (2014)",Documentary,2014.0,4.02,32
905127,Suicide Room (2011),Drama|Thriller,2011.0,3.92,32
1036142,Trust (2010),Drama|Thriller,2010.0,3.55,32
339279,Foodfight! (2012),Action|Animation|Children|Comedy,2012.0,0.62,32
38884,Ali Wong: Baby Cobra (2016),(no genres listed),2016.0,3.56,32
991076,The Ravenous (2017),Horror,2017.0,3.53,32
1112342,"You, Me and Dupree (2006)",Comedy,2006.0,2.7,32
383961,Grand Piano (2013),Mystery|Thriller,2013.0,2.38,32
155042,Brexit: The Uncivil War (2019),Drama,2019.0,3.84,32
190131,Che: Part One (2008),Drama|War,2008.0,3.75,32
850592,Sing 2 (2021),Animation|Children|Comedy,2021.0,3.84,32
1065078,Virunga (2014),Documentary|War,2014.0,4.6,31
1002566,The Whole Truth (2016),Drama|Thriller,2016.0,3.11,31
23802,A Prayer Before Dawn (2018),Action|Crime|Drama,2018.0,2.87,31
253060,Descendants (2015),Action|Adventure|Comedy,2015.0,4.18,31
725200,Pan (2015),Adventure|Children|Fantasy,2015.0,2.29,31
986831,The Ornithologist (2016),Adventure|Drama,2016.0,3.03,31
1040704,"Un peu, beaucoup, aveuglément (2015)",Comedy,2015.0,3.29,31
428438,Hillary's America: The Secret History Of The Democratic Party (2016),(no genres listed),2016.0,3.0,31
678988,Mutant Chronicles (2008),Action|Adventure|Sci-Fi,2008.0,2.66,31
1114946,Zacma: Blindness (2016),Drama,2016.0,3.5,31
990187,The Prom (2020),Comedy|Romance,2020.0,3.16,31
923691,Teenage Mutant Ninja Turtles: Turtles Forever (2009),Action|Adventure|Animation|Comedy|Thriller,2009.0,2.87,31
1015747,TiMER (2009),Comedy|Drama|Fantasy|Romance,2009.0,3.81,31
901105,Stories We Tell (2012),Documentary,2012.0,3.61,31
856491,Smallfoot (2018),Animation|Comedy,2018.0,3.23,31
604682,Lou ! Journal infime (2014),Comedy,2014.0,4.0,31
813825,Scary Stories to Tell in the Dark (2019),Horror,2019.0,2.45,31
930784,That Awkward Moment (2014),Comedy|Romance,2014.0,3.45,31
605208,Love (2011),Drama|Sci-Fi,2011.0,1.45,31
218425,"Counselor, The (2013)",Crime|Drama|Thriller,2013.0,2.71,31
1087428,Why Him? (2016),Comedy,2016.0,2.68,31
716353,Original Sin (2001),Drama|Romance|Thriller,2001.0,3.02,31
249394,Deep Water (2022),Drama|Romance|Thriller,2022.0,2.77,31
289622,Earth (2007),Documentary,2007.0,3.73,31
710768,Om Shanti Om (2007),Action|Drama|Musical|Romance,2007.0,2.9,31
78122,Austenland (2013),Comedy|Romance,2013.0,3.55,31
531423,Juan of the Dead (Juan de los Muertos) (2011),Comedy|Horror,2011.0,3.65,31
339113,"Fog, The (2005)",Action|Horror|Mystery|Thriller,2005.0,1.18,31
607526,Love the Coopers (2015),Comedy,2015.0,3.26,31
573013,Left Behind II: Tribulation Force (2002),Drama,2002.0,2.23,31
995756,The Silence (2019),Horror,2019.0,2.5,31
377372,"Good German, The (2006)",Drama|Mystery|Thriller,2006.0,3.35,31
931002,The 15:17 to Paris (2018),Drama|Thriller,2018.0,1.48,31
360216,Gett: The Trial of Viviane Amsalem (2014),Drama,2014.0,3.66,31
291619,Echelon Conspiracy (2009),Action|Mystery|Thriller,2009.0,3.1,31
111598,Ben X (2007),Drama,2007.0,3.39,31
258408,Disenchanted (2022),Children|Comedy|Fantasy,2022.0,3.11,31
915162,Swimfan (2002),Thriller,2002.0,2.9,31
923599,Teenage Kicks (2016),Drama,2016.0,3.6,31
659607,"Monster in Paris, A (Un monstre à Paris) (2011)",Adventure|Animation|Children,2011.0,3.79,31
762126,Presto (2008),Animation|Children|Comedy|Fantasy,2008.0,4.13,31
9298,21 Bridges (2019),Action|Crime|Thriller,2019.0,2.69,31
160612,Brothers (2009),Drama|Thriller|War,2009.0,3.98,31
782684,Red Dawn (2012),Action|War,2012.0,2.87,31
295891,Elegy (2008),Drama|Romance,2008.0,3.45,31
446974,Human (2015),Documentary,2015.0,4.4,31
904921,"Suddenly, Last Winter (Improvvisamente l'inverno scorso) (2008)",Documentary,2008.0,3.5,31
1112686,Young People Fucking (a.k.a. YPF) (2007),Comedy,2007.0,3.58,31
295995,"Elementary Particles, The (Elementarteilchen) (2006)",Drama|Romance,2006.0,4.82,31
349290,Friends with Kids (2011),Comedy,2011.0,3.61,31
222602,Creation (2009),Drama,2009.0,3.34,31
1082640,When We First Met (2018),Comedy,2018.0,2.92,31
1090503,Windfall (2022),Crime|Drama|Thriller,2022.0,3.03,31
994365,The Second Mother (2015),Drama,2015.0,3.32,31
459492,IO (2019),Sci-Fi,2019.0,2.27,31
750534,"Pirates! Band of Misfits, The (2012)",Adventure|Animation|Children|Comedy,2012.0,2.65,31
211470,Comet (2014),Comedy|Drama|Romance|Sci-Fi,2014.0,3.63,31
762513,Priceless (Hors de prix) (2006),Comedy|Romance,2006.0,3.87,31
1060736,Vengeance (2022),Comedy|Drama|Thriller,2022.0,3.34,31
142840,Boiling Point (2021),Drama|Thriller,2021.0,4.19,31
753683,Playground (2016),Drama|Thriller,2016.0,3.95,31
399177,Halloween II (2009),Horror|Thriller,2009.0,2.35,31
886063,Spy Kids: All the Time in the World in 4D (2011),Action|Adventure|Children|Comedy|Sci-Fi,2011.0,3.55,31
918267,"Tailor of Panama, The (2001)",Drama|Thriller,2001.0,2.85,31
809692,"Santa Clause 2, The (2002)",Children|Comedy|Fantasy|Romance,2002.0,3.35,31
1086037,White Frog (2012),Drama,2012.0,3.5,31
67950,Arbitrage (2012),Drama|Thriller,2012.0,3.02,31
918744,Take Your Pills (2018),Documentary,2018.0,3.31,31
434596,Honeydew (2020),Horror,2020.0,1.0,31
1091458,Wish Dragon (2021),Animation|Children|Comedy|Fantasy,2021.0,3.52,31
109962,Before We Go (2014),Romance,2014.0,2.98,31
32268,Acts of Vengeance (2017),Action,2017.0,2.77,31
846607,Silk Road (2020),Crime|Drama|Thriller,2020.0,3.52,31
225384,Cult of Chucky (2017),Horror|Thriller,2017.0,2.74,31
886731,Stand Up Guys (2012),Comedy|Crime,2012.0,3.29,31
330603,Faster (2010),Action|Crime|Drama,2010.0,3.15,31
225352,"Cuckoo, The (Kukushka) (2002)",Comedy|Drama|War,2002.0,4.18,31
810958,Saw (2003),Crime|Horror,2003.0,3.02,31
67477,April and the Twisted World (2015),Adventure|Animation|Comedy,2015.0,4.4,31
729634,Papillon (2018),Drama,2018.0,3.63,30
1005243,Theo and Hugo (2016),Drama,2016.0,4.1,30
548564,King Cobra (2016),Crime|Drama,2016.0,3.07,30
993608,The Road Within (2014),Comedy|Drama,2014.0,3.92,30
852427,Skinamarink (2022),Horror,2022.0,4.22,30
730584,Paradise Lost 2: Revelations (2000),Documentary,2000.0,2.13,30
972581,The Limehouse Golem (2017),Horror|Thriller,2017.0,2.93,30
992819,The Rider (2018),Drama,2018.0,3.9,30
786181,Rendition (2007),Drama|Thriller,2007.0,3.48,30
667620,Mortdecai (2015),Adventure|Comedy|Mystery|Romance,2015.0,3.27,30
809646,Sant'Agostino (2010),Drama,2010.0,3.0,30
1091735,Wizards of Waverly Place: The Movie (2009),Adventure|Children|Comedy|Drama|Fantasy|Sci-Fi,2009.0,3.4,30
402941,Hannibal Rising (2007),Drama|Horror|Thriller,2007.0,2.97,30
1091618,Wit (2001),Drama,2001.0,3.45,30
770788,Proxy (2013),Drama|Horror|Thriller,2013.0,2.8,30
719359,Outlaw King (2018),Action|Drama|War,2018.0,3.32,30
3127,12 Hour Shift (2020),Thriller,2020.0,2.03,30
248437,Death at a Funeral (2010),Comedy,2010.0,2.72,30
98520,Balls of Fury (2007),Comedy,2007.0,2.48,30
306364,Escape from Pretoria (2020),Thriller,2020.0,3.93,30
329332,"Far Side of the Moon, The (Face cachée de la lune, La) (2003)",Drama,2003.0,3.52,30
94697,Backcountry (2014),Drama|Horror|Thriller,2014.0,2.95,30
324886,Fall (2022),Thriller,2022.0,2.75,30
540280,Katyn (2007),Drama|War,2007.0,1.12,30
655969,Mister Lonely (2007),Comedy|Drama,2007.0,3.28,30
710512,Olive Kitteridge (2014),Drama,2014.0,4.3,30
343984,Framing Britney Spears (2021),Documentary,2021.0,4.5,30
413690,Hawaii (2013),Romance,2013.0,4.03,30
864548,Something the Lord Made (2004),Drama,2004.0,4.05,30
302037,Enigma (2001),Romance|Thriller,2001.0,3.35,30
1072195,War Photographer (2001),Documentary|War,2001.0,3.82,30
805713,Rumor Has It... (2005),Comedy|Drama|Romance,2005.0,2.95,30
951394,The Game Changers (2018),Documentary,2018.0,4.15,30
878373,Spiderhead (2022),Sci-Fi|Thriller,2022.0,3.52,30
870759,Special Forces (Forces spéciales) (2011),Action|Drama|War,2011.0,3.65,30
1019559,To the Bone (2017),Drama,2017.0,3.65,30
1083473,While at War (2019),Drama|War,2019.0,3.5,30
785084,Reindeer Games (2000),Action|Thriller,2000.0,2.8,30
809182,Salyut 7 (2017),(no genres listed),2017.0,3.6,30
215905,Control Room (2004),Documentary|War,2004.0,3.75,30
622759,Maps to the Stars (2014),Drama,2014.0,3.15,30
250280,Demonic (2015),Horror|Thriller,2015.0,2.8,30
499671,Interview (2007),Drama,2007.0,2.97,30
809089,"Salton Sea, The (2002)",Crime|Drama|Thriller,2002.0,3.38,30
827880,Sex Tape (2014),Comedy,2014.0,2.65,30
1098711,Working Girls (2020),Drama,2020.0,3.3,30
1045990,Unknown (2006),Drama|Mystery|Thriller,2006.0,3.42,30
44112,Alvin and the Chipmunks (2007),Children|Comedy,2007.0,3.27,30
42264,All the Bright Places (2019),Drama|Romance,2019.0,2.82,30
284554,Drive Angry (2011),Action|Fantasy|Thriller,2011.0,1.82,30
138278,Blood Father (2016),Action|Thriller,2016.0,2.97,30
25820,A Shaun the Sheep Movie: Farmageddon (2019),Animation|Children|Comedy,2019.0,3.5,30
736716,Pathology (2008),Crime|Horror|Thriller,2008.0,2.18,30
736811,Patient Seven (2016),Horror,2016.0,3.25,30
739497,People Like Us (2012),Drama,2012.0,3.53,30
136311,Blind (2014),Drama,2014.0,4.1,30
66302,Antwone Fisher (2002),Drama,2002.0,3.97,30
65038,Antibodies (Antikörper) (2005),Crime|Drama|Horror|Thriller,2005.0,3.8,30
783576,Red Riding: 1974 (2009),Crime|Drama|Mystery|Thriller,2009.0,2.78,30
932300,The Aftermath (2019),Drama|Romance|War,2019.0,2.97,30
27204,A Whisker Away (2020),Animation|Drama|Fantasy|Romance,2020.0,3.3,30
680410,My Mother (Ma mère) (2004),Drama,2004.0,2.83,30
809835,Sarah Silverman: Jesus Is Magic (2005),Comedy|Musical,2005.0,3.48,30
782715,Red Dog (2011),Comedy|Drama|Romance,2011.0,4.15,30
814920,Scoop (2006),Comedy|Fantasy|Mystery,2006.0,3.37,30
218692,Court (2014),(no genres listed),2014.0,4.02,30
576423,"Librarian: Return to King Solomon's Mines, The (2006)",Action|Adventure|Fantasy,2006.0,3.47,30
685988,"New York, I Love You (2009)",Drama|Romance,2009.0,1.8,30
911478,Superhero Movie (2008),Action|Comedy|Sci-Fi,2008.0,3.27,30
186422,"Century of the Self, The (2002)",Documentary,2002.0,4.7,30
576672,Lie with Me (2005),Drama|Romance,2005.0,4.17,30
870686,Speak No Evil (2022),Horror|Mystery,2022.0,3.6,30
1045219,Undone (2019),Animation|Drama|Sci-Fi,2019.0,3.87,30
166008,Butter (2011),Comedy,2011.0,3.85,30
1019327,To All the Boys: P.S. I Still Love You (2020),Comedy|Romance,2020.0,3.38,30
1110998,Yossi & Jagger (2002),Drama|Romance,2002.0,2.0,30
959159,The Hummingbird Project (2018),(no genres listed),2018.0,2.63,30
38349,Alan Partridge: Alpha Papa (2013),Comedy,2013.0,4.12,30
994336,The Second Best Exotic Marigold Hotel (2015),Comedy|Drama,2015.0,3.62,29
157078,Bridget Jones's Baby (2016),Comedy|Romance,2016.0,2.98,29
939077,The Boys in the Band (2020),Drama,2020.0,3.78,29
568468,Last Flag Flying (2017),Comedy|Drama,2017.0,3.59,29
919968,Taking Lives (2004),Crime|Drama|Thriller,2004.0,2.93,29
751648,Piter FM (2006),Comedy|Drama|Romance,2006.0,2.79,29
913973,"Swades: We, the People (Our Country) (2004)",Drama,2004.0,3.93,29
190229,Cheaper by the Dozen (2022),Children|Comedy,2022.0,2.55,29
765842,"Princess for Christmas, A (2011)",Children|Comedy,2011.0,4.31,29
338620,Fly Away Solo (2015),Drama,2015.0,3.81,29
619994,Man of the Year (2006),Comedy|Thriller,2006.0,3.07,29
302998,Entourage (2015),Comedy,2015.0,3.14,29
921065,Tamara Drewe (2010),Comedy|Drama|Romance,2010.0,2.98,29
658924,Monsieur & Madame Adelman (2017),Comedy|Drama,2017.0,4.17,29
680737,My Sassy Girl (Yeopgijeogin geunyeo) (2001),Comedy|Romance,2001.0,3.6,29
276154,Dora and the Lost City of Gold (2019),Adventure|Children|Comedy,2019.0,3.17,29
211441,"Comedy, The (2012)",Drama,2012.0,2.83,29
1041642,Uncle Boonmee Who Can Recall His Past Lives (Loong Boonmee raleuk chat) (2010),Drama|Fantasy,2010.0,4.16,29
54868,Ammonite (2020),Drama|Romance,2020.0,3.48,29
684398,Need for Speed (2014),Action|Crime|Drama|IMAX,2014.0,3.4,29
959105,The Humanity Bureau (2017),Action|Sci-Fi,2017.0,2.93,29
140210,Blue Miracle (2021),Adventure|Children|Drama,2021.0,3.28,29
906236,Suite Française (2015),Drama|Romance|War,2015.0,3.9,29
269334,Dolls (2002),Drama|Romance,2002.0,3.97,29
354221,Gabriel (2007),Action|Horror,2007.0,3.02,29
41596,All About Lily Chou-Chou (Riri Shushu no subete) (2001),Crime|Drama|Thriller,2001.0,4.29,29
844985,"Signal, The (2007)",Horror|Sci-Fi|Thriller,2007.0,2.78,29
801866,Ron's Gone Wrong (2021),Animation|Children|Comedy|Sci-Fi,2021.0,4.53,29
563450,La belle époque (2019),Comedy|Drama,2019.0,3.45,29
460291,Ice Age: Collision Course (2016),Adventure|Animation|Children|Comedy,2016.0,2.09,29
914838,Sweet Country (2017),Western,2017.0,3.14,29
